verse_key,version_id,eng,local
MAT.5.1,2148,"Now when Jesus saw the crowds, he went up a mountain. He sat down and his disciples came to him.","Yesu na wa nyɛ a nɩyɔɔ, wʊ don tɔ̃ɔ ju, wʊn wa tɩ jɛ̃ baar ka a wʊ poturbo wa a wʊ sɛ̃."
MAT.4.1,2148,Then the Spirit led Jesus up into the wilderness so that the devil might tempt him.,"A Nãaŋmɩn Sɩɛ tara na Yesu kpɛ̃n a mɔgɔ̃ɔ pɔ, ka a tɩɩ tɩ bɛɛr wʊ kaa."
MAT.5.2,2148,"He taught them, saying.",A wʊ piel wile ba 'yɛrɛ.
MAT.4.2,2148,"After Jesus had fasted for forty days and forty nights, he was starving.","Waa di bon jaa ber lɩjaayi nɩ tãsɔɔ gbulo lɩjaayi ɛ, ka kɔ̃ kpɛ wʊ."
MAT.5.3,2148,"Happy are people who are hopeless, because the kingdom of heaven is theirs.","Pʊpɛl lɛ kʊ a yɩn banyãna na ba tara bon jaa ɛ, tɩ bʊɔrɔ lɛ a Nãaŋmɩn na bʊɔrɔ. Yɩn lɛ so a saaju nãalʊ̃ʊ."
MAT.4.3,2148,"The tempter came to him and said, Since you are Gods Son, command these stones to become bread.","A 'yɛr kʊ wʊ, Ala ɩ fʊ̃ʊ lɛ a Nãaŋmɩn Bie, 'yɛr kʊ a kʊsɩbɛ a nyãna ka a lɩɛb bʊ̃diir."
MAT.5.4,2148,"Happy are people who grieve, because they will be made glad.","Pʊpɛl lɛ kʊ a yɩn na kõnõ, Nãaŋmɩn na 'maan a yɩ nyãa."
MAT.4.4,2148,"Jesus replied, Its written, People wont live only by bread, but by every word spoken by God .","Tɩchɛ ka Yesu 'yɛr kʊ wʊ, A sɛb a Nãaŋmɩn gãn pɔ ɩka, bʊ̃diir tɛɛ kʊ̃ tʊ̃ɔ kʊ nɩrɛ nyɛvʊr ɛ, tɩchɛ 'yɛrbir jaa na yi Nãaŋmɩn nɛɛ pɔ."
MAT.5.5,2148,"Happy are people who are humble, because they will inherit the earth.",Pʊpɛl lɛ kʊ a yɩn na siir a yɩ mãɛ. Nãaŋmɩn na kʊ ban bon jaa na be a wɛr pɔ.
MAT.16.1,2148,The Pharisees and Sadducees came to Jesus. In order to test him they asked him to show them a sign from heaven.,"A Faraseemɩne nɩ a Saduseemɩne wan ɩka ba bɛɛr Yesu kaa na ba 'yɛrɛ, Wiil sɩ nɛ'maa tʊ̃mɔ̃ na ɩ jãnɛ na yi a saaju."
MAT.4.5,2148,After that the devil brought him into the holy city and stood him at the highest point of the temple. He said to him.,"A bɛɛr kaa sʊɔ lɛ tara wʊn don a Jerusalɛm, tɩ wiil wʊ a puorfʊ jie na do gar a jaa."
MAT.5.6,2148,"Happy are people who are hungry and thirsty for righteousness, because they will be fed until they are full.","Pʊpɛl lɛ kʊ banyã kɔ̃ nɩ kɔ̃nyũur na kpɛ yeltorsɩ jũu, ban tɩɩ naa."
MAT.16.2,2148,"But he replied, At evening you say, It will be nice weather because the sky is bright red.","Ka wʊ 'yɛr kʊ ba, Ala wa ɩ jãanʊɔr lɛ, yɩ ma 'yɛr ɩka a wɛr chaar naa bojũu a saaju mʊ̃ɔ naa."
MAT.4.6,2148,"Since you are Gods Son, throw yourself down; for it is written, I will command my angels concerning you, and they will take you up in their hands so that you wont hit your foot on a stone. .","tɩ 'yɛr kʊ wʊ, Ala ɩ fʊ̃ʊ lɛ a Nãaŋmɩn Bie, ɔɔ lo a tẽe. A sɛb ɩka, wʊn vɛ̃n ka a wʊ malakasɩ gu fʊ na ba nyɔɔ fʊ nɩ a ba nuur ka fu gbɛr kʊ ŋme kʊsɩr ɛ."
MAT.5.7,2148,"Happy are people who show mercy, because they will receive mercy.","Pʊpɛl lɛ kʊ yɩn banyã na kaara nɩrɛ nɩbaal, Nãaŋmɩn mɩ na kãan a yɩ nɩbaal."
MAT.16.3,2148,"And in the morning you say, There will be bad weather today because the sky is cloudy. You know how to make sense of the skys appearance. But you are unable to recognize the signs that point to what the time is.","Ala wa ɩ bibio lɛ, yɩ ma 'yɛr ɩka saa na wan a dɩna, a julõjuur sɔb naa ka saa koro. Yɩ ma kãan a saaju tɩ 'yɛr ɩka saa na wan bɩɩ wʊ kʊ̃ wa ɛ, yɩ bɔ̃ɔn a tẽe nɩ a saaju 'yɛr ma 'yɛr, ŋmɩnɛ a yɩ kʊ̃ tʊ̃ɔ bɔ̃ɔ a jãnsɩ a dɩna ɛ?."
MAT.4.7,2148,"Jesus replied, Again its written, Dont test the Lord your God .","Ka a Yesu mɩ 'yɛr kʊ wʊ, A mɩ sɛb a Nãaŋmɩn gãn pɔ ɩka, ta bɛɛr a yɩ Nãaŋmɩn kaa ɛ."
MAT.5.8,2148,"Happy are people who have pure hearts, because they will see God.","Pʊpɛl lɛ kʊ banyã na nʊ̃ Nãaŋmɩn sɩrɛ, nɩ a ba nyãa wʊ jaa, bala lɛ na nyɛ Nãaŋmɩn."
MAT.16.4,2148,An evil and unfaithful generation searches for a sign. But it wont receive any sign except Jonahs sign. Then he left them and went away.,"Yɩn yelbe-ɩrbɛ nɩ sɛ̃sɛ̃nbɛ lɛ bʊɔrɔ ɩka n tʊ̃ nɛ'maa tʊ̃mɔ̃ ka yɩ kaa, yɩ kʊ̃ nyɛ nɛ'maa tʊ̃mɔ̃ ka a Jona nɛ'maa tʊ̃mɔ̃ ba lɛ ɛ. Be lɛ wʊ bar ba tɩ chen."
MAT.4.8,2148,Then the devil brought him to a very high mountain and showed him all the kingdoms of the world and their glory.,"A tɩɩ lɛ tara wʊn don tɔ̃ɔ ju tɩ wiil wʊ a nãa di jiir a jaa na be ka a wɛr pɔ, na a bʊ̃vɩɛlsɩ lɛ an be."
MAT.5.9,2148,"Happy are people who make peace, because they will be called Gods children.","Pʊpɛl lɛ kʊ banyã na bʊɔrɔ nyã'maar, ban bʊɔlɔ ban Nãaŋmɩn bibiir."
MAT.16.5,2148,"When the disciples arrived on the other side of the lake, they had forgotten to bring bread.","A poturbo ĩin ba tʊ̃ɔ de paanʊ̃ɔ ɛ, tɩ na ba gɔ̃ɔ a man gɔ̃ɔn."
MAT.4.9,2148,"He said, Ill give you all these if you bow down and worship me.","Ka wʊ 'yɛr kʊ wʊ, Ɩn kʊ fʊ naa anyãna a jaa, ala ɩ fʊ gbur dumo puor ma."
MAT.5.10,2148,"Happy are people whose lives are harassed because they are righteous, because the kingdom of heaven is theirs.","Pʊpɛl lɛ kʊ yɩn bala nɩbɛ na ge yeltorsɩ jũu, yɩn lɛ so a saaju nãalʊ̃ʊ."
MAT.16.6,2148,"Jesus said to them, Watch out and be on your guard for the yeast of the Pharisees and Sadducees.","Ka Yesu 'yɛr kʊ ba, Yɩ gu yɩ mãɛ a Faraseemɩne nɩ a Saduseemɩne dãbɩl pɔ."
MAT.4.10,2148,"Jesus responded, Go away, Satan, because its written, You will worship the Lord your God and serve only him .","Yesu 'yɛr kʊ wʊ, Fʊ̃ʊ Satan nyã tɔɔ yi be. A sɛb a Nãaŋmɩn gãn pɔ ɩka, a sɩ Soro Nãaŋmɩn tɛɛ lɛ a sɛɛ ɩka yɩ puoro na yɩ tʊ̃nɔ̃ kʊrɔ a 'lɔ tɛɛ."
MAT.5.11,2148,"Happy are you when people insult you and harass you and speak all kinds of bad and false things about you, all because of me.","Pʊpɛl lɛ kʊ yɩn a sɔ̃ɔ 'lɔ nɩbɛ na tʊrɔ yɩ, na ba gere yɩ, tɩ ŋmara jirsɩ 'yɛrɛ 'yɛr dɛbɛ 'yɔ̃ɔnɔ̃ yɩ, a maa jũu."
MAT.16.7,2148,"They discussed this among themselves and said, We didnt bring any bread.","Ba piel mana kʊrɔ taa, Sɩn ba waan paanʊ̃ɔ jaa lɛ so."
MAT.5.12,2148,"Be full of joy and be glad, because you have a great reward in heaven. In the same way, people harassed the prophets who came before you.","Yɩ tara pʊpɛl, a yɩ sãyar bɛrma naa a saaju, lɛ nɩ wʊ ju lɛ ba dɔ̃ɔ ge a Nãaŋmɩn 'yɛ'yɛrbɛ na dɔ̃ɔ be be."
MAT.4.11,2148,"The devil left him, and angels came and took care of him.","A tɩɩ bar wʊn tɩ chen, tɩchɛ ka a Nãaŋmɩn malakasɩ wa sʊ̃ʊ wʊ."
MAT.16.8,2148,"Jesus knew what they were discussing and said, You people of weak faith! Why are you discussing among yourselves the fact that you dont have any bread?.","Yesu na wa bɔ̃ɔn wʊ 'yɛr naa, Yɩn sɔɔfʊ na ba jã bon ɛ, ŋmɩnɛ a yɩ 'yɛrɛ ɩka yaa tara paanʊ̃ɔ ɛ?."
