verse_key,version_id,eng,local
MAT.16.1,1741,The Pharisees and Sadducees came to Jesus. In order to test him they asked him to show them a sign from heaven.,"Farasii de Saadusii akpen mɔ dɔ asa ako mɛ ba Yesu asɛ mɛꞌ baa kolɛ mɔ yɛɛ ɔꞌ wɔra ilaa lɛɛnyiilesɛ lii Wurubuaarɛ dɔ sa mɔmɔ de mɛꞌ nyɛ bii yɛɛ Wurubuaarɛ ne n sa mɔ ɔlon ɔbono ɔ dɛ mɔ. Mɛ kya kolɛ mɔ gɛnen mɔ, mɛ kya daasɛ mɔ mɛ kya kerɛ daa."
MAT.16.2,1741,"But he replied, At evening you say, It will be nice weather because the sky is bright red.","Yesu gi lɛɛ gɛnɔ sa mɔmɔ yɛɛ, Owi kya kpe ɔꞌ kpaa tɔrɔ ne ɔ pɛɛrɛ kɔ‑ɔ mɔ, fɛ kya wu bii tɔgɛ yɛɛ, Ɔkɛ owi laa lii."
MAT.16.3,1741,"And in the morning you say, There will be bad weather today because the sky is cloudy. You know how to make sense of the skys appearance. But you are unable to recognize the signs that point to what the time is.","Gɛnen kee ne gɛdɛ gɛ kɛ ne fɛ wu nyangbon gi sin kiti-kiti-kiti mɔ, fɛ kya bii tɔgɛ yɛɛ, Ndɛ nyangbon laa da. Fɛ kya wu Wurubuaarɛ awolɛ bii tɔgɛ yɛɛ idɛ ne nan wɔra, ne gɛsintin i kya ba gɛnen. I wonɛ ne fɛŋ kii fa‑a bii kerɛ nkɛ ndɛ dɔ lɛɛ ilaa dɔ de fɛꞌ bii ilaa ibono Wurubuaarɛ kya lɛɛ ɔ kya nyiile fɛye mɔ?."
MAT.16.4,1741,An evil and unfaithful generation searches for a sign. But it wont receive any sign except Jonahs sign. Then he left them and went away.,"Fɛye ndɛ asa adɛ! Fɛ bo ilaa nyɛnyɛn ne fɛŋ kya son Wurubuaarɛ gɛsintin ɔkpa so! Gɛnen so ne fɛ kpɛ fɛ kya laarɛ fɛꞌ wu ilaa lɛɛnyiilesɛ faa. Ilaa kolon guan‑n ne Wurubuaarɛ laa wɔra sa fɛye de fɛꞌ wu. Gɛnen ilaa ibono mɔ i laa wɔra daa fɛɛ ibono i ba Gyoona so mɔ. Yesu gi tɔgɛ gɛnen mɔ, ɔ naa kyon taa mɔmɔ yɛgɛ."
MAT.16.5,1741,"When the disciples arrived on the other side of the lake, they had forgotten to bring bread.","Yesu mɔ‑rɛ mɔ-akasɛbo mɔ mɛ kyon kpe gibenbɛ giko mɔ so mɔ, mɔ-akasɛbo mɔ mɛ nyingi yɛɛ mɛ tan bodobodo so."
MAT.16.6,1741,"Jesus said to them, Watch out and be on your guard for the yeast of the Pharisees and Sadducees. .","Yesu gi tɔgɛ sa ɔmɔ yɛɛ, Fɛꞌ kerɛ fɛye-nyoro so dɔɔdan. Farasii awura de Saadusii awura ilaa i dɛ fɛɛ gɛlin gɛbono gɛ kya yɛgɛ bodobodo kya ŋan mɔ."
MAT.16.7,1741,"They discussed this among themselves and said, We didnt bring any bread.","Yesu gi tɔgɛ sa mɔmɔ gɛnen mɔ, mɛ kyu mɛ kya taasɛ abara yɛɛ, Ibono a mɛŋ dɛ bodobodo mɔ so ne ɔ tɔgɛ aye gɛnen faa abɛɛ."
MAT.16.8,1741,"Jesus knew what they were discussing and said, You people of weak faith! Why are you discussing among yourselves the fact that you dont have any bread?.","Mɛ kya taasɛ abara gɛnen mɔ, Yesu gi ti bii ilaa ibono mɛ darɛ mɔ. Imɔso ɔ taasɛ mɔmɔ yɛɛ, Menɛ n wɔra ne fɛ kya tɔgɛ kyu lii bodobodo ɔbono fɛ mɛŋ dɛ mɔ so? Gisɔɔgyi gibono fɛ bo sa me mɔ pɛwu ne?."
MAT.16.9,1741,Dont you understand yet? Dont you remember the five loaves that fed the five thousand and how many baskets of leftovers you gathered?.,Fɛŋ ti bii isa ɔbono n gyɛ mɔ? Fɛ tan ibodobodo inun ibono nɛ gbaa-gbaa imɔ dɔ sa asa nwɛ ikue-inyɔ de saalaa ne mɛ gyi kpon mɔ so? Agyisan nkeebii nfonɛ ne fɛ koola mɔ?.
MAT.16.10,1741,And the seven loaves that fed the four thousand and how many large baskets of leftovers you gathered?.,Ne fɛ tan ibodobodo sono ibono nɛ gbaa-gbaa imɔ dɔ sa asa nwɛ ikue-inyɔ ne mɛ gyi kpon mɔ so? Agyisan nkeebii nfonɛ ne fɛ koola mɔ?.
MAT.16.11,1741,Dont you know that I wasnt talking about bread? But be on your guard for the yeast of the Pharisees and Sadducees. .,Nkana i kaaborɛ fɛ wolaa nu gɛsɛ yɛɛ iŋ gyɛ bodobodo ilaa ne nꞌ darɛ. N kya nyiile fɛye daa yɛɛ fɛꞌ kerɛ fɛye-nyoro so kyu lii Farasii de Saadusii awura mɔ so. Mɔmɔ-ilaa i dɛ fɛɛ gɛlin gɛbono gɛ kya yɛgɛ bodobodo kya ŋan mɔ.
MAT.16.12,1741,"Then they understood that he wasnt telling them to be on their guard for yeast used in making bread. No, he was telling them to watch out for the teaching of the Pharisees and Sadducees.","Nfono mɔ, mɔ-akasɛbo mɔ mɛ nu gɛsɛ kon yɛɛ iŋ gyɛ bodobodo ilaa ne ɔ darɛ. Ɔ darɛ daa Farasii awura de Saadusii awura mɔ ilaa nyiilesɛ ibono i kya yɛlegɛ i kya nyida ilaa mɔ."
MAT.16.13,1741,"Now when Jesus came to the area of Caesarea Philippi, he asked his disciples, Who do people say the Human One is? .","Yesu mɔ‑rɛ mɔ-akasɛbo mɔ mɛ kya laarɛ mɛꞌ sindi Sɛsariya-Filipayi ɔsowolɛ mɔ, ɔ taasɛ mɔmɔ yɛɛ, Asa asɛ mɔ, menɛ nyamesɛ ɔnan ne me, anyamesɛ pɛwu mɔmɔ-daa mɔ, n gyɛ daa."
MAT.16.14,1741,"They replied, Some say John the Baptist, others Elijah, and still others Jeremiah or one of the other prophets.","Ne mɛ lɛɛ gɛnɔ yɛɛ, Ako mɛ kya tɔgɛ yɛɛ fo gyɛ Oloobu Gyɔn ɔbono ɔ naa kyena gyere asa Wurubuaarɛ sagyere mɔ. Ako mɔ yɛɛ kuaa. Fo ne n gyɛ Oloobu Ilaagya. Ne ako, mɔ, yɛɛ Wurubuaarɛ ikalan atɔgɛbo iloobu mɔ dɔ ɔko fɛɛ Gyɛrɛmaya abɛɛ ɔbanban ɔko ne n kyingi lii ibuni dɔ ba gɛnen."
MAT.16.15,1741,"He said, And what about you? Who do you say that I am? .","Nfono ne Yesu gi kii taasɛ mɔ-akasɛbo mɔ yɛɛ, Ne fɛye mɔ de‑e? Menɛ nyamesɛ ɔnan ne fɛ nyi yɛɛ nꞌ gyɛ."
MAT.16.16,1741,"Simon Peter said, You are the Christ, the Son of the living God.","Simon Piita gi lɛɛ gɛnɔ yɛɛ, Fo ne n gyɛ ɔbono Wurubuaarɛ gi sun yɛɛ foꞌ baa mɔlɛgɛ mɔ-adɛ de mɛꞌ nyɛ Wurubuaarɛ asɛ gɛkyena mɔ. Mɔ ɔbono ɔ bo nno gɛkpaa-gɛkpaa mɔ mɔ-bi ne n gyɛ fo."
MAT.16.17,1741,"Then Jesus replied, Happy are you, Simon son of Jonah, because no human has shown this to you. Rather my Father who is in heaven has shown you.","Nfono ne Yesu gi tɔgɛ sa mɔ yɛɛ, Fo Simon, Gyoona mɔ-bi, fo gyɛ omudɛnsɛbo! I mɛŋ gyɛ nyamesɛ ne n lɛɛ ilaa idɛ nyiile fo. Me-sɛ Wurubuaarɛ ɔbono ɔ bo soso mɔ ne n lɛɛ nyiile fo gɛnen."
MAT.16.18,1741,I tell you that you are Peter. And Ill build my church on this rock. The gates of the underworld wont be able to stand against it.,"Nꞌ buu sa fo yɛɛ nan terɛ fo yɛɛ Piita. Fɛɛ gɛnɔɔbono gifolɛ gi laa taalɛ yɛgɛ obu ɔꞌ wɔra ɔlon mɔ, gɛnen kee ne nengyene nɛ koola me-asonbo gikpen mɔ mɔ, gɛnen gifolɛ gidɛ ne nan wɔra mɔmɔ-gɛkpara. Ba‑a lɛwu gbaa maŋ taalɛ tii me-asonbo gikpen mɔ."
